Goethe-Zertifikat | Reason: possible_proper_noun | Context: Training zur Prüfung Goethe-Zertifikat Spiros Koukidis Jorina...
Moderatorin | Reason: possible_proper_noun | Context: Teil S HÖRTEXT Moderatorin Herzlich willkommen zu...
Frau | Reason: possible_proper_noun | Context: zu einer jungen Frau entwickelt verschmilzt sie...
Bingel | Reason: possible_proper_noun | Context: Studio Frau Ulrike Bingel Professorin an der...
Schmerzen | Reason: possible_proper_noun | Context: dann postoperativ weniger Schmerzen haben und mehr...
Erwartungen | Reason: possible_proper_noun | Context: dass infolge gesellschaftlicher Erwartungen Frauen und Mädchen...
Hinweise | Reason: possible_proper_noun | Context: gibt auch keine Hinweise darauf dass der...
Tumoren | Reason: possible_proper_noun | Context: das Wachstum von Tumoren verändern kann Erwartung...
Einfluss | Reason: possible_proper_noun | Context: sechs Folgen welchen Einfluss die Wissenschaft auf...
Zwilling | Reason: possible_proper_noun | Context: oder sein negativer Zwilling der Nocebo-Effekt wieder...
Patienten | Reason: possible_proper_noun | Context: verändern Kunden zufriedenstellen Patienten gesund ma chen...
Moderatorin | Reason: possible_proper_noun | Context: Teil S HÖRTEXT Moderatorin Herzlich willkommen zu...
Frau | Reason: possible_proper_noun | Context: zu einer jungen Frau entwickelt verschmilzt sie...
Bingel | Reason: possible_proper_noun | Context: Studio Frau Ulrike Bingel Professorin an der...
Person | Reason: possible_proper_noun | Context: die kontaktiert e Person wert schätzen der...
Medikamente | Reason: possible_proper_noun | Context: erklären kann wie Medikamente funktionieren und mit...
Medien | Reason: possible_proper_noun | Context: zum Beispiel über Medien sollten Sie sich...
Behandlungserfolge | Reason: possible_proper_noun | Context: sich eher auf Behandlungserfolge als auf Misserfolge...
Misserfolge | Reason: possible_proper_noun | Context: Behandlungserfolge als auf Misserfolge konzentrieren Test Teil...
HÖRTEXT | Reason: abbreviation | Context: Test Teil S HÖRTEXT Liebe Hörerinnen und...
Moderator | Reason: possible_proper_noun | Context: Teil S HÖRTEXT Moderator Guten Abend liebe...
Biologie | Reason: possible_proper_noun | Context: Hörer willkommen in Biologie pur Heute wollen...
Alltagsthema | Reason: possible_proper_noun | Context: mit einem biologischen Alltagsthema beschäftigen Mensch und...
Mensch | Reason: possible_proper_noun | Context: Ernährungsempfeh lungen Jeder Mensch braucht stattdessen ganz...
Herrn | Reason: possible_proper_noun | Context: ich im Studio Herrn Reinhard K Sprenger...
Egon | Reason: possible_proper_noun | Context: habe ich Herrn Egon Bruns Professor für...
Bruns | Reason: possible_proper_noun | Context: ich Herrn Egon Bruns Professor für Anthropologie...
Anthropologie | Reason: possible_proper_noun | Context: Bruns Professor für Anthropologie an der Universität...
Frau | Reason: possible_proper_noun | Context: zu einer jungen Frau entwickelt verschmilzt sie...
Diana | Reason: possible_proper_noun | Context: Lübeck und Frau Diana Witte Dozentin für...
Witte | Reason: possible_proper_noun | Context: und Frau Diana Witte Dozentin für Artenkunde...
Dozentin | Reason: possible_proper_noun | Context: Frau Diana Witte Dozentin für Artenkunde an...
Artenkunde | Reason: possible_proper_noun | Context: Witte Dozentin für Artenkunde an der Biologischen...
Akademie | Reason: possible_proper_noun | Context: an der Biologischen Akademie in Wuppertal eingeladen...
Wuppertal | Reason: possible_proper_noun | Context: Biologischen Akademie in Wuppertal eingeladen Beide Gäste...
Moderator | Reason: possible_proper_noun | Context: Teil S HÖRTEXT Moderator Guten Abend liebe...
Frau | Reason: possible_proper_noun | Context: zu einer jungen Frau entwickelt verschmilzt sie...
Witte | Reason: possible_proper_noun | Context: und Frau Diana Witte Dozentin für Artenkunde...
Mensch | Reason: possible_proper_noun | Context: Ernährungsempfeh lungen Jeder Mensch braucht stattdessen ganz...
Frau | Reason: possible_proper_noun | Context: zu einer jungen Frau entwickelt verschmilzt sie...
Witte | Reason: possible_proper_noun | Context: und Frau Diana Witte Dozentin für Artenkunde...
Gesellschaften | Reason: possible_proper_noun | Context: wirtschaftliche Grundlage ganzer Gesellschaften waren Zudem ist...
Religionen | Reason: possible_proper_noun | Context: bei den monotheistischen Religionen zu finden Zwar...
Gottes | Reason: possible_proper_noun | Context: als ein Geschöpf Gottes ist aber nicht...
Mensch | Reason: possible_proper_noun | Context: Ernährungsempfeh lungen Jeder Mensch braucht stattdessen ganz...
Gottes | Reason: possible_proper_noun | Context: als ein Geschöpf Gottes ist aber nicht...
Bilde | Reason: possible_proper_noun | Context: Mensch nach Gottes Bilde geschaffen Moderator Professor...
Moderator | Reason: possible_proper_noun | Context: Teil S HÖRTEXT Moderator Guten Abend liebe...
Bruns | Reason: possible_proper_noun | Context: ich Herrn Egon Bruns Professor für Anthropologie...
Herr | Reason: possible_proper_noun | Context: Autor und Philosoph Herr Sprenger Guten Tag...
Bruns | Reason: possible_proper_noun | Context: ich Herrn Egon Bruns Professor für Anthropologie...
Aristoteles | Reason: possible_proper_noun | Context: Bruns Wissen Sie Aristoteles sah den Menschen...
Deckt | Reason: possible_proper_noun | Context: denkendes Tier an Deckt sich das nicht...
Millionen | Reason: possible_proper_noun | Context: ein Gehirn mit Millionen Neuronen und eine...
Neuronen | Reason: possible_proper_noun | Context: Gehirn mit Millionen Neuronen und eine Sprache...
Sprache | Reason: possible_proper_noun | Context: sixarP Werkstatt Transkriptionen Sprache eignen wir uns...
Werkzeugen | Reason: possible_proper_noun | Context: Vernunft greifen nach Werkzeugen schaffen Kunstwerke bilden...
Kunstwerke | Reason: possible_proper_noun | Context: nach Werkzeugen schaffen Kunstwerke bilden ein Gemeinwesen...
Werkzeuge | Reason: possible_proper_noun | Context: auch Tiere nutzen Werkzeuge können mitein ander...
Gemeinschaften | Reason: possible_proper_noun | Context: und bilden soziale Gemeinschaften Moderator Endgültig zum...
Moderator | Reason: possible_proper_noun | Context: Teil S HÖRTEXT Moderator Guten Abend liebe...
Einsturz | Reason: possible_proper_noun | Context: Moderator Endgültig zum Einsturz brachte das eitle...
Selbstbild | Reason: possible_proper_noun | Context: brachte das eitle Selbstbild der Menschen vor...
Jahren | Reason: possible_proper_noun | Context: in zwei drei Jahren noch Oder sitzt...
Charles | Reason: possible_proper_noun | Context: Jahren der Naturforscher Charles Darwin mit seinem...
Darwin | Reason: possible_proper_noun | Context: der Naturforscher Charles Darwin mit seinem Buch...
Spezialverlag | Reason: possible_proper_noun | Context: Lehrbuch Werkstatt Praxis Spezialverlag DaF Werkstatt Test...
DaF | Reason: possible_proper_noun | Context: Werkstatt Praxis Spezialverlag DaF Werkstatt Test Lesen...
Transkriptionen | Reason: possible_proper_noun | Context: Liaropoulou Georgina Lymperopoulou Transkriptionen ohne Lösungen Praxis...
Affen | Reason: possible_proper_noun | Context: Homo sapiens vom Affen abstammt Wie wurde...
Behauptung | Reason: possible_proper_noun | Context: Wie wurde diese Behauptung denn damals aufgenommen...
Frau | Reason: possible_proper_noun | Context: zu einer jungen Frau entwickelt verschmilzt sie...
Witte | Reason: possible_proper_noun | Context: und Frau Diana Witte Dozentin für Artenkunde...
Frau | Reason: possible_proper_noun | Context: zu einer jungen Frau entwickelt verschmilzt sie...
Witte | Reason: possible_proper_noun | Context: und Frau Diana Witte Dozentin für Artenkunde...
Skandal | Reason: possible_proper_noun | Context: Frau Witte Als Skandal oder wie Sigmund...
Sigmund | Reason: possible_proper_noun | Context: Skandal oder wie Sigmund Freud knapp Jahre...
Freud | Reason: possible_proper_noun | Context: oder wie Sigmund Freud knapp Jahre später...
Jahre | Reason: possible_proper_noun | Context: Entwicklung die gegen Jahre emanzipatorische Frauenbewegung geht...
Entdeckungen | Reason: possible_proper_noun | Context: unglaublichen Ideen und Entdeckungen genialer Denker die...
Chronologisch | Reason: possible_proper_noun | Context: in Frage stellten Chronologisch betrachtet war die...
Erde | Reason: possible_proper_noun | Context: selbst und unsere Erde ist und wie...
Mittelpunkt | Reason: possible_proper_noun | Context: Gründung en im Mittelpunkt stehen der die...
Freuds | Reason: possible_proper_noun | Context: dritte Kränkung war Freuds Erkenntnis dass der...
Mensch | Reason: possible_proper_noun | Context: Ernährungsempfeh lungen Jeder Mensch braucht stattdessen ganz...
Trieben | Reason: possible_proper_noun | Context: der Mensch von Trieben und Instinkten gesteuert...
Instinkten | Reason: possible_proper_noun | Context: von Trieben und Instinkten gesteuert wird und...
Herr | Reason: possible_proper_noun | Context: Autor und Philosoph Herr Sprenger Guten Tag...
Moderator | Reason: possible_proper_noun | Context: Teil S HÖRTEXT Moderator Guten Abend liebe...
Herr | Reason: possible_proper_noun | Context: Autor und Philosoph Herr Sprenger Guten Tag...
Bruns | Reason: possible_proper_noun | Context: ich Herrn Egon Bruns Professor für Anthropologie...
Herr | Reason: possible_proper_noun | Context: Autor und Philosoph Herr Sprenger Guten Tag...
Bruns | Reason: possible_proper_noun | Context: ich Herrn Egon Bruns Professor für Anthropologie...
Jahrhunderten | Reason: possible_proper_noun | Context: auch nach anderthalb Jahrhunderten nicht überall angekommen...
Kreationisten | Reason: possible_proper_noun | Context: sich die sogenannten Kreationisten den Menschen als...
Natur | Reason: possible_proper_noun | Context: unheimliche Zukunftsbild einer Natur die dem selbstzerstörerischen...
Lichte | Reason: possible_proper_noun | Context: Posten gerade im Lichte wissenschaftlicher Forschung Moderator...
Forschung | Reason: possible_proper_noun | Context: Im Rahmen meiner Forschung im Bereich der...
Moderator | Reason: possible_proper_noun | Context: Teil S HÖRTEXT Moderator Guten Abend liebe...
Stichwort | Reason: possible_proper_noun | Context: wissenschaftlicher Forschung Moderator Stichwort Forschung wie sieht...
Forschung | Reason: possible_proper_noun | Context: Im Rahmen meiner Forschung im Bereich der...
Frau | Reason: possible_proper_noun | Context: zu einer jungen Frau entwickelt verschmilzt sie...
Witte | Reason: possible_proper_noun | Context: und Frau Diana Witte Dozentin für Artenkunde...
Forschungsobjekt | Reason: possible_proper_noun | Context: sagen Das ideale Forschungsobjekt ist natürlich der...
Verwandter | Reason: possible_proper_noun | Context: Schimpanse unser nächster Verwandter mit dem wir...
Prozent | Reason: possible_proper_noun | Context: wo nur ungefähr Prozent der Häftlinge wieder...
Verhaltensweisen | Reason: possible_proper_noun | Context: Gene und einige Verhaltensweisen teilen wie zum...
Freundschaften | Reason: possible_proper_noun | Context: das Pflegen von Freundschaften und die Benutzung...
Werkzeugen | Reason: possible_proper_noun | Context: Vernunft greifen nach Werkzeugen schaffen Kunstwerke bilden...
Auseinandersetzungen | Reason: possible_proper_noun | Context: Jungs suchen häufiger Auseinandersetzungen mit ihren Vätern...
Moderator | Reason: possible_proper_noun | Context: Teil S HÖRTEXT Moderator Guten Abend liebe...
Mensch | Reason: possible_proper_noun | Context: Ernährungsempfeh lungen Jeder Mensch braucht stattdessen ganz...
Parallelen | Reason: possible_proper_noun | Context: weisen also viele Parallelen auf Herr Bruns...
Herr | Reason: possible_proper_noun | Context: Autor und Philosoph Herr Sprenger Guten Tag...
Bruns | Reason: possible_proper_noun | Context: ich Herrn Egon Bruns Professor für Anthropologie...
Primatologen | Reason: possible_proper_noun | Context: auf Herr Bruns Primatologen des Max-Planck-Instituts beobachteten...
Tai-Natio | Reason: possible_proper_noun | Context: beobachteten im westafrikanischen Tai-Natio nalpark wie sich...
Jahre | Reason: possible_proper_noun | Context: Entwicklung die gegen Jahre emanzipatorische Frauenbewegung geht...
Schimpansen-Kinder | Reason: possible_proper_noun | Context: intensiv um verwaiste Schimpansen-Kinder kümmerten mit ihnen...
Nahrung | Reason: possible_proper_noun | Context: wie ein Körper Nahrung aufnimmt und verarbeitet...
Schimpansen | Reason: possible_proper_noun | Context: fest dass sich Schimpansen ihre Partner für...
Fellpflege | Reason: possible_proper_noun | Context: für die notwendige Fellpflege sehr genau aufgrund...
Moderator | Reason: possible_proper_noun | Context: Teil S HÖRTEXT Moderator Guten Abend liebe...
Mensch | Reason: possible_proper_noun | Context: Ernährungsempfeh lungen Jeder Mensch braucht stattdessen ganz...
Frau | Reason: possible_proper_noun | Context: zu einer jungen Frau entwickelt verschmilzt sie...
Witte | Reason: possible_proper_noun | Context: und Frau Diana Witte Dozentin für Artenkunde...
Mensch | Reason: possible_proper_noun | Context: Ernährungsempfeh lungen Jeder Mensch braucht stattdessen ganz...
Bereichen | Reason: possible_proper_noun | Context: Epo chen und Bereichen ausgestellt deren Funktion...
Theologen | Reason: possible_proper_noun | Context: erst begonnen Viele Theologen wollen sich aber...
Herr | Reason: possible_proper_noun | Context: Autor und Philosoph Herr Sprenger Guten Tag...
Bruns | Reason: possible_proper_noun | Context: ich Herrn Egon Bruns Professor für Anthropologie...
Abstraktion | Reason: possible_proper_noun | Context: ihre Fähigkeit zu Abstraktion ist eingeschränkt Eine...
Formel | Reason: possible_proper_noun | Context: oder eine mathematische Formel werden wir von...
Philosophisch | Reason: possible_proper_noun | Context: nicht erwarten dürfen Philosophisch gesprochen ist der...
Mensch | Reason: possible_proper_noun | Context: Ernährungsempfeh lungen Jeder Mensch braucht stattdessen ganz...
Verantwortung | Reason: possible_proper_noun | Context: dass er seine Verantwortung für das Tier...
Rechte | Reason: possible_proper_noun | Context: Tier und dessen Rechte auf Erden erkennt...
Erden | Reason: possible_proper_noun | Context: dessen Rechte auf Erden erkennt Moderator Frau...
Moderator | Reason: possible_proper_noun | Context: Teil S HÖRTEXT Moderator Guten Abend liebe...
Frau | Reason: possible_proper_noun | Context: zu einer jungen Frau entwickelt verschmilzt sie...
Witte | Reason: possible_proper_noun | Context: und Frau Diana Witte Dozentin für Artenkunde...
Herr | Reason: possible_proper_noun | Context: Autor und Philosoph Herr Sprenger Guten Tag...
